item1	item2	item3	finalTemplate	finalScript	finalName	level
item_mustafar_fg_radio	item_mustafar_fg_feather	item_mustafar_fg_patch_of_hair	item_tow_cube_stamina_02_01			LEVEL 03 ITEM
item_mustafar_fg_radio	item_mustafar_fg_small_crate	item_mustafar_fg_comm_unit	item_tow_poison_abs_02_02			LEVEL 03 ITEM
item_mustafar_fg_impulse_detector	item_mustafar_fg_distress_beacon	item_mustafar_fg_impulse_scanner	item_tow_bleed_abs_02_01			LEVEL 03 ITEM
item_mustafar_fg_impulse_detector	item_mustafar_fg_chance_die	item_mustafar_fg_fuse	item_tow_cube_melee_acc_02_01			LEVEL 03 ITEM
item_mustafar_fg_homing_beacon	item_mustafar_fg_circuit_board	item_mustafar_fg_fuse	item_tow_cube_constitution_02_02			LEVEL 03 ITEM
item_mustafar_fg_homing_beacon	item_mustafar_fg_medical_enhancement	item_mustafar_fg_fuse	item_tow_bleed_res_02_01			LEVEL 03 ITEM
item_mustafar_fg_homing_beacon	item_mustafar_fg_slave_collar	item_mustafar_fg_distress_beacon	item_tow_fire_res_02_01			LEVEL 03 ITEM
item_mustafar_fg_homing_beacon	item_mustafar_fg_impulse_detector	item_mustafar_fg_circuit_board	item_tow_poison_res_02_01			LEVEL 03 ITEM
item_mustafar_fg_ambush_detector	item_mustafar_fg_feather	item_mustafar_fg_cyborg_kit	item_tow_bleed_abs_02_02			LEVEL 03 ITEM
item_mustafar_fg_ambush_detector	item_mustafar_fg_chance_die	item_mustafar_fg_powerpack	item_tow_cube_constitution_02_01			LEVEL 03 ITEM
item_mustafar_fg_ambush_detector	item_mustafar_fg_homing_beacon	item_mustafar_fg_impulse_scanner	item_tow_cube_melee_acc_02_02			LEVEL 03 ITEM
item_mustafar_fg_brazier	item_mustafar_fg_impulse_detector	item_mustafar_fg_small_crate	item_tow_disease_abs_02_01			LEVEL 03 ITEM
item_mustafar_fg_brazier	item_mustafar_fg_homing_beacon	item_mustafar_fg_radio	item_tow_cube_rng_def_02_01			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_circuit_board	item_mustafar_fg_patch_of_hair	item_tow_cube_rng_acc_02_01			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_powerpack	item_mustafar_fg_fuse	item_tow_misc_dance_prop_r_02_02			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_retrofit_kit	item_mustafar_fg_comm_unit	item_tow_fire_abs_02_01			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_slave_collar	item_mustafar_fg_patch_of_hair	item_mustafar_wg_dispersal_unit			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_slave_collar	item_mustafar_fg_feather	item_tow_misc_dance_prop_r_02_04			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_chemical_antidote	item_mustafar_fg_impulse_scanner	item_tow_cube_health_02_01			LEVEL 03 ITEM
item_mustafar_fg_booster	item_mustafar_fg_ambush_detector	item_mustafar_fg_medical_enhancement	item_tow_cube_willpower_02_01			LEVEL 03 ITEM
item_mustafar_fg_module_interface	item_mustafar_fg_medical_enhancement	item_mustafar_fg_powerpack	item_tow_disease_res_02_02			LEVEL 03 ITEM
item_mustafar_fg_module_interface	item_mustafar_fg_radio	item_mustafar_fg_distress_beacon	item_tow_cube_melee_ds_02_01			LEVEL 03 ITEM
item_mustafar_fg_module_interface	item_mustafar_fg_brazier	item_mustafar_fg_comm_unit	item_tow_misc_dance_prop_l_02_01			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_medical_enhancement	item_mustafar_fg_comm_unit	item_tow_misc_dance_prop_l_02_04			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_chance_die	item_mustafar_fg_retrofit_kit	item_tow_bleed_res_02_02			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_chemical_antidote	item_mustafar_fg_feather	item_tow_disease_res_02_01			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_ambush_detector	item_mustafar_fg_impulse_detector	item_tow_cube_melee_def_02_02			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_brazier	item_mustafar_fg_patch_of_hair	item_tow_misc_eye_of_mesra_02_01			LEVEL 03 ITEM
item_mustafar_fg_camera	item_mustafar_fg_module_interface	item_mustafar_fg_fuse	object/tangible/component/structure/mustafar/must_soft_light_source.iff			LEVEL 03 ITEM
item_mustafar_fg_document	item_mustafar_fg_retrofit_kit	item_mustafar_fg_powerpack	item_tow_misc_dance_prop_r_02_03			LEVEL 03 ITEM
item_mustafar_fg_document	item_mustafar_fg_slave_collar	item_mustafar_fg_fuse	item_tow_cube_stamina_02_02			LEVEL 03 ITEM
item_mustafar_fg_document	item_mustafar_fg_chemical_antidote	item_mustafar_fg_circuit_board	item_tow_misc_dance_prop_r_02_01			LEVEL 03 ITEM
item_mustafar_fg_document	item_mustafar_fg_radio	item_mustafar_fg_cyborg_kit	item_tow_fire_res_02_02			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_feather	item_mustafar_fg_cyborg_kit	item_tow_cube_health_02_02			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_radio	item_mustafar_fg_slave_collar	item_tow_misc_dance_prop_l_02_02			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_ambush_detector	item_mustafar_fg_patch_of_hair	item_tow_disease_abs_02_02			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_brazier	item_mustafar_fg_chemical_antidote	item_tow_cube_rng_ds_02_01			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_module_interface	item_mustafar_fg_impulse_scanner	item_tow_poison_abs_02_01			LEVEL 03 ITEM
item_mustafar_fg_decrypter	item_mustafar_fg_document	item_mustafar_fg_module_interface	item_tow_cube_melee_def_02_01			LEVEL 03 ITEM
object/tangible/loot/mustafar/cube_loot/cube_loot_0a.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_0b.iff	object/tangible/loot/mustafar/cube_loot/cube_loot_0c.iff	item_tow_cube_health_02_07			LEVEL 00 ITEM
